id,pair,sentence,label,resolution
167,pair1,កាលលោកជាអវិជ្ជាអតីតប្រធានសហជីពសេរីកម្មករនៃព្រះរាជាណាចក្រកម្ពុជានៅរស់គឺរូបលោកក៏ត្រូវបានជនមិនស្គាល់អត្តសញ្ញាណផ្ញើសារគំរាមមុនត្រូវបាញ់សម្លាប់នៅក្បែរតូបលក់កាសែតក្បែររបងវត្តលង្កាដូច្នេះដែរ។,negative,corpus label used
168,pair1,លោកយល់ឃើញថា ពលរដ្ឋ ដែលផ្ទុកមេរោគអេដស៍ គឺងាយរងគ្រោះបំផុត ហើយការយកចិត្តទុកដាក់របស់អាជ្ញាធរជារឿងសំខាន់៖ «ត្រូវតែបង្កើនការយកចិត្តទុកដាក់លើពួកគាត់ ហើយពួកគាត់ ដែលមានផ្ទុកមេរោគអេដស៍ហ្នឹង គឺពួកគាត់ឥឡូវ ក៏កាន់តែវ័យចាស់ៗ ជរាហើយ។,negative,annotators agreed
169,pair1,សូមជម្រាបថា ផ្លូវល្បឿនលឿនភ្នំពេញ-ព្រះសីហនុ ត្រូវបានសាងសង់ ដោយមានគន្លងផ្លូវធ្វើចរាចរ២គន្លងទៅ ២គន្លងមក។,neutral,corpus label used
170,pair1,ម្នាក់នឹងអាណាក៏ចឹងដែរ ដំបូងងៃណាក៏បងល្អបងល្អពេកហើយ ផុសម៉ែអាផុសបងល្អអូនសំណាងចេះចុះអួតគេ ដល់ចុងក្រោយអាស្រូវដដែល,negative,corpus label used
171,pair1,យោងតាម អារ៉ាប៊ីសាអូឌីត ដែលជាមេដឹកនាំរបស់ក្រុមនេះ បានអះអាងថា៖«ការកាត់បន្ថយការផ្គត់ផ្គង់ប្រេងស្មើនឹងប្រហែល ២ ភាគរយនៃការផ្គត់ផ្គង់ប្រេងទូទាំងពិភពលោក គឺជាការឆ្លើយតបទៅនឹងកំណើនអត្រាការប្រាក់នៅលោកខាងលិច និងការធ្លាក់ចុះនៃសេដ្ឋកិច្ចពិភពលោក»។,negative,annotators agreed
172,pair1,ពលករខ្មែរធ្វើការសំណង់នៅទីក្រុងបាងកក មានស្រុកកំណើតនៅខេត្តបាត់ដំបង លោក សុខ សំបូរ ប្រាប់វិទ្យុអាស៊ីសេរី នៅរសៀលថ្ងៃទី១៣ ខែតុលា ថា លោកជាមេជាង ផ្នែកកសាងអគារ ហើយលោកតែងទទួលការងារគេមកធ្វើជាមួយកូនកូនជាងខ្មែរជាង ១០នាក់ទៀត តែការងារនេះមួយរយៈចុងក្រោយមិនសូវមានគេជួលទៀតទេ។,negative,corpus label used
173,pair1,អង្គការអន្តរជាតិអំពាវនាវប្រទេសជាសមាជិកអង្គការសហប្រជាជាតិ កុំបោះឆ្នោតគាំទ្របេក្ខភាពវៀតណាម ជាសមាជិកក្រុមប្រឹក្សាសិទ្ធិមនុស្ស,negative,annotators agreed
174,pair1,ស្វែងយល់ពីប្រវត្តិសត្វផ្សោត គយគន់ធម្មជាតិតាមដងទន្លេមេគង្គ ទៅលេងទឹកធ្លាក់ព្រះនិម្មិត នៅសហគមន៍អេកូទេសចរណ៍ព្រះរំកិល,neutral,corpus label used
175,pair1,គ្មានអ្នកណារកនឹកពាក្យនេះឃើញសោះ សម្តីរបស់បុរសសុខាធ្វើឱ្យពិសិដ្ឋហាក់ភ្ញាក់រលឹក និងពេញចិត្តជាខ្លាំង។,positive,corpus label used
176,pair1,នារសៀលថ្ងៃទី១៦ មិថុនា នៅទីក្រុង New Delhi ប្រទេសឥណ្ឌា រដ្ឋមន្ត្រីការបរទេសវៀតណាមលោក Bui Thanh Son បានអញ្ជើញចូលរួមសម័យពិភាក្សាថ្នាក់រដ្ឋមន្ត្រីការបរទេសស្តីពីរយៈពេល ៣០ ឆ្នាំ នៃទំនាក់ទំនងអាស៊ាន-ឥណ្ឌា ក្នុងក្របខ័ណ្ឌនៃកិច្ចសន្ទនា Delhi លើកទី ១២ ដោយប្រធានបទ “កសាងស្ពានតភ្ជាប់មហាសមុទ្រឥណ្ឌា-ប៉ាស៊ីហ្វិក”។,neutral,annotators agreed
177,pair1,ខ្ញុំកំពុងស្វែងរកប៊ិកប៊ែនតែខ្ញុំរកវាអត់ឃើញ,neutral,corpus label used
178,pair1,ចាប់តាំងពីបានបង្កើតឡើងកាលពីខែមេសាឆ្នាំ ២០១៩ ក្លិបទេសចរណ៍សៀមរាប (STC) បានដាក់ចេញនូវការប្តេជ្ញាចិត្តយ៉ាងមុតមាំ និងប្រកបដោយតម្លាភាពនៅក្នុងបេសកកម្មរបស់ខ្លួនក្នុងការលើកកម្ពស់ និងជំរុញកំណើនវិស័យទេសចរណ៍នៅក្នុងខេត្តសៀមរាប។,positive,corpus label used
179,pair1,ចាស់ៗគឺបែបនេះ គាត់ធ្វើផ្ទះធំគឺដើម្បីអោយកូននិងចៅៗគាត់មកជួបជុំគ្នាប្រកបដោយភាពរីករាយនិងមានសេចក្តីសុខ,positive,annotators agreed
180,pair1,ផលដំណាំប្រជាកសិករជាង៧០០ហិកតានៅខេត្តប៉ៃលិន កំពុងរងការខូចខាត់ដោយគ្រោះទឹកជំនន់,negative,corpus label used
181,pair1,បណ្ណាគារសាមគ្គីពុទ្ធិ មានកិត្តិយសសូមជូនដំណឹងដល់សាធារណជនទាំងអស់ឱ្យបានជ្រាបថា៖ បណ្ណាគារសាមគ្គីពុទ្ធិ មានការរៀបចំវេទិកាអំណានដើម្បីកម្ពុជា ប្រចាំខែតុលា ឆ្នាំ២០២២។,positive,corpus label used
182,pair1,ហេតុនេះ ទ្រង់ប្រោសប្រទាន ព្រះរាជវិនិច្ឆ័យថា : ក្របីដែលស្លាប់នេះ ទុកជាកម្មរបស់សត្វចុះយើងនឹងយកទោសពញាជ័យមិនបានទេ។,neutral,annotators agreed
183,pair1,បច្ចុប្បន្ន ជនសង្ស័យពាក់ព័ន្ធទាំងអស់ត្រូវបានសមត្ថកិច្ចបញ្ជូនទៅកាន់ទីបញ្ជាការដ្ឋានកងរាជអាវុធហត្ថរាជធានីភ្នំពេញ ដើម្បីសាកសួរបន្តនីតិវិធី៕,neutral,corpus label used
184,pair1,ទុករយៈពេល ២០-៣០ នាទី បន្ទាប់ត្រូវលាងអំបិលចេញ មុនពេលដាំស្លរ។,neutral,annotators agreed
185,pair1,បច្ចុប្បន្នមានគំរូសាលាជំនាន់ថ្មីសាកល្បងប្រមាណ ១១ សាលាដែលកំពុងដំណើរការនៅទូទាំងប្រទេសដោយមានគោលដៅពង្រីកគំរូដល់ ១០០ សាលានៅឆ្នាំ ២០២២ ។,neutral,annotators agreed
186,pair1,តែទោះជាយ៉ាងណាក៏ដោយពូជស្រូវដែលនៅសល់ក៏វាពុំមានភាពសុទ្ធល្អដែលជាហេតុធ្វើឲ្យយើងទទួលបាននូវទិន្នផលទាប,negative,corpus label used
187,pair1,គេក៏បានបង្ហាញអំពីមន្ទិលសង្ស័យផងដែរនៅពេលដែលបណ្តាធនាគារកណ្តាលរបស់ប្រទេសនានាបានងាកទៅរកការរឹតបន្តឹងនូវគោលនយោបាយរូបិយវត្ថុ និងបង្ខំឱ្យរដ្ឋាភិបាលត្រូវរក្សាកញ្ចប់សង្គ្រោះសារពើពន្ធច្រើនជ្រុលសម្រាប់រយៈពេលវែងជាងការរំពឹងទុក។,negative,corpus label used
188,pair1,កែងនេះដួចជាទាបពេកហើយសំរាប់ខ្ញុំ,neutral,corpus label used
189,pair1,លោក ឡុង ឌីម៉ង់ អភិបាលរងខេត្តព្រះសីហនុ បានប្រាប់ ភ្នំពេញ ប៉ុស្តិ៍ កាលពីម្សិលមិញថា កិច្ចពិភាក្សានេះមិនទាន់មានលទ្ធផលជាផ្លែផ្កាអ្វីទេ ដោយការពិគ្រោះយោបល់នេះមានគោលបំណង ឱ្យភាគីពាក់ព័ន្ធផ្តល់សម្បទានឱ្យគ្នាទៅវិញទៅមក និងរួមគ្នាដោះស្រាយបញ្ហា ដើម្បីបញ្ចៀសផលប៉ះពាល់កើតដោយសារការទុកសំណង់អគារចោល។,negative,corpus label used
190,pair1,ដំណាំកសិកម្ម និងកសិ-ឧស្សាហកម្ម ជិត១ពាន់ហិកតានៅខេត្តប៉ៃលិន កំពុងរងការខូចខាត ខណៈភ្លៀងបន្តធ្លាក់ខ្លាំង,negative,corpus label used
191,pair1,អត្តពលិកកីឡាម៉ូតូទឹក៖ ការប្រជែងពាននៅអាម៉េរិក ដើម្បីបន្សាំខ្លួនជាមួយអត្តពលិកខ្លាំងៗលំដាប់ពិភពលោក ត្រៀមស៊ីហ្គេមនៅកម្ពុជា,neutral,corpus label used
192,pair1,លោកស្រីឯកអគ្គរដ្ឋទូតថ្មីនៃស្ថានទូតតួកគីប្រចាំកម្ពុជាបានសន្យាបែបនេះក្នុងឱកាសដែលលោកស្រីអញ្ជើញជួបជាមួយឯកឧត្តម ថោង ខុន រដ្ឋមន្ត្រីក្រសួងទេសចរណ៍ នារសៀលថ្ងៃទី១៥ ខែកញ្ញា ឆ្នាំ២០២២ នៅទីស្តីការក្រសួងទេសចរណ៍។,neutral,corpus label used
193,pair1,លោកផន សុភី រស់នៅសង្កាត់ ទឹកវិល ក្រុងសៀមរាប បានឱ្យដឹងថា លោកបានចាប់ផ្តើមការងារដាំដុះដំណាំកាកាវរយៈ ពេល២ឆ្នាំមកហើយ តាមរយៈការចុះកិច្ចសន្យាដាំដុះជាមួយក្រុមហ៊ុនមួយ ដែលប្រមូលទិញវិញនូវផ្លែកាកាវ ដែលលោក និងកសិករដទៃទៀតប្រមូលផលបាន ក្នុងតម្លៃមួយច្បាស់លាស់។,neutral,annotators agreed
194,pair1,ពីរបីឆ្នាំមុន ខ្ញុំបានទៅធ្វើតេស្តរកមើលជម្ងឺមហារីក ហើយខ្ញុំមានការបារម្ភអំពីលទ្ធផលដែលនឹងចេញមក ។,negative,corpus label used
195,pair1,ខណៈដែលជាប្រទេសដែលមានទំហំតូច មធ្យោបាយនៃការអនុវត្តគោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាពកម្រិតថ្នាក់ជាតិរបស់ប្រទេសកម្ពុជា ត្រូវបានពឹងផ្អែកស្របទៅនឹងកំណើននាពេលថ្មីៗនេះរបស់ប្រទេសនេះ។,neutral,corpus label used
196,pair1,ប៉ុន្តែម្តងនេះល្បិចដដែលៗរាក់កំផែលរបស់ទណ្ឌិត សម រង្ស៊ី ពិតជាមិនអាចលាក់បាំងការពិតពីក្រសែភ្នែករបស់មហាជនខ្មែរបានឡើយ ហើយក៏កំពុងរុញច្រានទណ្ឌិតរត់ចោលគុករូបនេះឲ្យស្ថិតក្នុងស្ថានភាព «តម្រិះជិះកឯង»។,negative,corpus label used
197,pair1,ចំណុចប្រសព្វក្នុងបណ្តាញកំណោងសកម្មភាពគឺប្រាប់ពីចំនួនព្រឹត្តិការណ៍តាមលំដាប់លំដោយពីឆ្វេងទៅស្តាំសូមមើលរូបភាពទី៨,neutral,corpus label used
198,pair1,"ទិញskincare មួយឈុត ប្រើ2,3ឆ្នាំមិនទាន់អស់ ទុកទាល់តែហួសដេឡេរួចបោះចោល ហើយតាំងមកអង្គុយឆ្ងល់ ហេតុអ្វីមុខមិនសរលោង និងមានសំណើមដូចគេ?",negative,corpus label used
199,pair1,គាត់ជិះកង់ឌុបគ្នាឆ្ងាយដែរពីទួលសង្កែទៅសាលាឥន្ទរទេវី សព្វថ្ងៃនេះកូនស្រីច្បងដែលគ្នាមានអាយុទើបតែ ១៣ ឆ្នាំ តែត្រូវមករ៉ាប់រងគ្រួសារទៅវិញ។,negative,annotators agreed
200,pair1,កែវភ្នែកមូលថ្លាសម្លឹងគេដោយក្តីសង្ឃឹមថានឹងបានឃើញអ្វីដែលហៅថាហទយវត្ថុនោះ,positive,annotators agreed
201,pair2,ផលិតដោយក្រុមហ៊ុន Lockheed Martin Corp ភាពត្រឹមត្រូវ និងរយៈចម្ងាយឆ្ងាយរបស់ HIMARS បានអនុញ្ញាតឱ្យទីក្រុងកៀវ ប្រឆាំងនឹងកាំភ្លើងធំរបស់រុស្ស៊ីយ៉ាងមានប្រសិទ្ធភាព។,positive,corpus label used
202,pair2,នេះជាការអះអាងរបស់អ្នកនាំពាក្យក្រសួងអប់រំ។,neutral,annotators agreed
203,pair2,ថ្លែងតាមកាមេរ៉ា លោក Bastrykin បាននិយាយថា ក្រុមអ្នកស៊ើបអង្កេតបានបង្កើតផ្លូវដែលរថយន្តនោះបានធ្វើដំណើរ និងបុគ្គលដែលពាក់ព័ន្ធនឹងចលនារបស់វា។,neutral,annotators agreed
204,pair2,ជាចុងបញ្ចប់លោកយាយបានថ្លែងអំណរគុណចំពោះគម្រោងដែលបានជួយនិងគិតគូដល់ក្រុមគ្រួសាររបស់គាត់ឱ្យមានជីវភាពប្រសើរឡើងដូចថ្ងៃនេះហើយបានស្នើសុំឱ្យគម្រោងបន្តជួយនិងយកចិត្តទុកដាក់ចំពោះគ្រួសារដែលបានរងគ្រោះនិងងាយរងគ្រោះដទៃទៀតនៅក្នុងសហគមន៍របស់គាត់និងសហគមន៍ផ្សេងៗទៀតឱ្យមានភាពប្រសើរឡើងដូចជាគ្រួសាររបស់គាត់។,positive,annotators agreed
205,pair2,នោះមានន័យថាការបង់រំលស់ប្រចាំខែរបស់ពួកគេនឹងខ្ពស់ជាងការរំពឹងទុក។,negative,corpus label used
206,pair2,ចម្លើយសម្រាប់បញ្ហានេះមានលក្ខណៈសាមញ្ញគឺ: ផឹកទឹកឲ្យបានច្រើន - មនុស្សមួយចំនួន អាចយល់ឃើញថាទទួលទានភេសជ្ជៈណាមួយ ក៏ល្អដែរ រួចក៏ទិញភេសជ្ជៈដែលមានជាតិស្ករ និង កាហ្វេក្នុងចំនួនដ៏ច្រើន ដែលបញ្ហានេះអាចនឹងបង្កឲ្យមានគ្រោះថ្នាក់កាន់តែធ្ងន់ធ្ងរ ដោយវាបណ្តាលឲ្យកម្រិតជាតិស្ករក្នុងសសៃឈាមកើនខ្លាំង ប្រសិនបើទទួលទានច្រើននោះ។,negative,corpus label used
207,pair2,លើការជាក់ស្តែងក្នុងការប្រកួតប្រជែងក្នុងការបោះឆ្នោតជាមួយសម្តេចតេជោ ហ៊ុន សែន គឺមួយជីវិតនយោបាយរហូតដល់អាយុ៧២ឆ្នាំទៅហើយ ប៉ុន្តែ សម រង្ស៊ី បានបរាជ័យជាដរាប បរាជ័យរហូតគ្មានបក្សឈរជើង និងរលាយរលត់ រត់ចោលស្រុកខ្មែរថែមទៀតផង។,negative,corpus label used
208,pair2,អាកាសធាតុមិនអំណោយផល បណ្តាលឱ្យមានកង្វះការផ្គត់ផ្គង់គ្រាប់ធញ្ញជាតិទៅកាន់ទីផ្សារផលិតស្រាបៀរ។,negative,corpus label used
209,pair2,វាអាចនៅមានចំនួនតិចតួចបំផុត ហើយ ការទទួលទានចំនួន ៥ កែវ ឬ ច្រើនជាងនេះ អាចស្មើនិង កាហ្វេមានសារជាតិកាហ្វេអ៊ីនដែលទទួលទានរាល់ថ្ងៃចំនួន ១ កែវ។,neutral,annotators agreed
210,pair2,ចំណូលដុលគឺជាតម្លៃទីផ្សារនៃផលិតផលទាំងអស់ដែលបានពីផលិតកម្មទាំងមូល,neutral,annotators agreed
211,pair2,កាលនោះខ្ញុំនៅចាំបានថា យើងទាំងអស់គ្នាបានធ្វើដំណើរតាមក្រុមហ៊ុនទេសចរណ៍មួយក្នុងថ្ងៃបុណ្យអុំទូក ដែលមានអ្នកទៅលេងសរុបចំនួន២៥នាក់ មានទាំងក្មេងតូចរហូតដស់អ៊ំប្រុស អ៊ំស្រីចាស់ៗ។,neutral,annotators agreed
212,pair2,សព្វថ្ងៃនេះ ណូរីនៅក្នុងកំពតដំណើរការលើផ្លូវដែកនៅតំបន់ជ្រលងដែលមានភ្នំព័ទ្ធជុំវិញហើយការកែប្រែដាក់ម៉ាស៊ីនម៉ូតូបានផ្តល់សក្តានុពលដឹកជញ្ជូនភ្ញៀវពេញវ័យពី ៦ ទៅ ៨ នាក់ ឡើងគយគន់ព្រៃព្រឹក្សាដំណាំបៃតងខ្ចីនារដូវវស្សា។,neutral,corpus label used
213,pair2,ត្រូវចងចាំក្នុងចិត្តថាក្មេងៗមានក្រពះតូចជាងមនុស្សុពេញវ័យ ប៉ុន្តែត្រូវការថាមពលខ្ពស់ជាងមនុស្សពេញវ័យ។,neutral,annotators agreed
214,pair2,នៅគ្រាដែលភិក្ខុអង្គនោះមកដល់ ព្រះអង្គក៏សម្តែងមាតុបោសកសូត្រ៤ ពោលសរសើរគុណមាតាបិតា។,positive,annotators agreed
215,pair2,ពេលរៀនចប់ យើងខ្វល់ខ្វាយពីការងារ ថាតើយើងអាចមានការងារ ឬការងារល្អ ដែលអាចជួយផ្គត់ផ្គង់គ្រួសារយើងឬទេ។,negative,corpus label used
216,pair2,កសាងនិងធ្វើឱ្យប្រសើរឡើងនូវសម្ភារៈបរិក្ខារអប់រំ ដែលធ្វើឲ្យមានភាពប្រែប្រួលដល់កុមារ អ្នកបាត់បង់សមត្ថភាពពលកម្មនិងយែនឌ័រ និងផ្តល់នូវសុវត្ថិភាព គ្មានអំពើហិង្សា មានបរិស្ថាននៃការសិក្សាប្រកបដោយបរិយាបន្ននិងប្រសិទ្ធិភាពសម្រាប់ប្រជាជនគ្រប់រូប។,positive,annotators agreed
217,pair2,រាជធានីភ្នំពេញ៖ សម្តេចតេជោ ហ៊ុន សែន នាយករដ្ឋមន្ត្រីនៃកម្ពុជា បានផ្តាំផ្ញើទៅអ្នកមិនព្រមស្ម័គ្រចិត្តរុះរើសចេញពីតំបន់អង្គរថា នៅពេលដែលដល់ពេលកំណត់ហើយ នៅតែមិនព្រមចេញ សម្តេច..មិនសុខចិត្តឱ្យអង្គរវត្តត្រូវគេដកចេញពីបេតិកភណ្ឌពិភពលោកទេ ច្បាស់ជាដកគ្រួសារទាំងនោះចេញហើយ...។,negative,annotators agreed
218,pair2,ពួកយើងចំណាយពេលប្រហែល២០នាទី ទៅដល់កន្លែងអង្គុយរង់ចាំឡើងយន្តហោះអ៊ំស្រីអាវក្រហមនៅតែបន្តរអ៊ូដដែលថា ហ្អើយ! ថ្មើរនេះនៅហើយមិនទាន់មកដល់ទៀត សង្ស័យតែយន្តហោះចេញចោលណាស់។,negative,annotators agreed
219,pair2,ចោរនោះធ្វើពុំកើតក៏ក្រាបទូលថា“ខ្ញុំព្រះបាទអម្ចាស់បានពីប្រពន្ធ”,neutral,annotators agreed
220,pair2,គោលគំនិតនៃវីដេអូមួយនេះគឺចង់មានន័យអប់រំឲ្យមនុស្សម្នាក់ៗ ត្រូវគិតឲ្យបានច្បាស់លាស់មុននឹងធ្វើអ្វីមួយ។,positive,corpus label used
221,pair2,ធ្លាប់តែមើលស្ទឹង បឹង ទន្លេ សមុទ្រ តស់! ទៅទស្សនាសម្រស់ស្ទឹងពពកម្តងវិញ ទេសភាពស្អាតអស្ចារ្យ ឈរលើភ្នំ មើលបណ្តុំពពកសក្បុស ពេលថ្ងៃរះ។,positive,annotators agreed
222,pair2,កម្លាំងចិត្តប្រកួតប្រជែងរបស់អ្នក នឹងជួយជំរុញឲ្យអ្នកធ្វើអ្វីបានហួសពីដែនកំណត់។,positive,annotators agreed
223,pair2,ចំណែកបណ្តឹងរបស់គណៈកម្មាធិការជាតិរៀបចំការបោះឆ្នោត(គជប) ដែលប្តឹង លោក សុន ឆ័យ ចៅក្រមជំនុំជម្រះ លោក ហម ម៉េងសែ សម្រេចផ្តន្ទាទោសនិងពិន័យជាប្រាក់ចំនួន៩ លានរៀល ចូលរដ្ឋ ក្រោមបទចោទប្រកាន់ «បរិហារកេរ្តិ៍ជាសាធារណៈ» ដូចគ្នា។,neutral,annotators agreed
224,pair2,អេដមីន អួលដើមករ រលីងរលោងទឹកភ្នែក ដោយមិនដឹងខ្លួន…,negative,annotators agreed
225,pair2,ខ្ញុំគិតថាខ្ញុំផ្តាសាយហើយ,negative,corpus label used
226,pair2,លើសពីនេះ ភាគីទាំងពីរក៏បានពិភាក្សា និងផ្លាស់ប្តូរយោបល់លើប្រធានបទពាក់ព័ន្ធ រួមមាន វិស័យមីក្រូហិរញ្ញវត្ថុ ហិរញ្ញប្បទានសម្បទាននិងវឌ្ឍនភាព នៃកិច្ចសហប្រតិបត្តិការអភិវឌ្ឍន៍ រវាងប្រទេស ទាំងពីរផងដែរ ។,neutral,annotators agreed
227,pair2,ជុំវិញការរិះគន់នេះវិទ្យុអាស៊ីសេរីមិនអាចសុំការឆ្លើយតបពីប្រធានតុលាការក្រុងភ្នំពេញលោកតាំង ស៊ុនឡាយ បានទេនៅថ្ងៃទី១៣ ខែតុលា។,negative,corpus label used
228,pair2,នៅក្នុងលិខិតមួយផ្ញើទៅក្រុមហ៊ុន Netflix អាជ្ញាធរផ្សព្វផ្សាយ និងព័ត៌មានអេឡិចត្រូនិករបស់វៀតណាមបាននិយាយថា រឿងនេះបានបំពានច្បាប់របស់ប្រទេសប្រឆាំងនឹងការបំភ្លៃប្រវត្តិសាស្តរ បដិសេធសមិទ្ធផលបដិវត្តន៍ ធ្វើឱ្យប៉ះពាល់ដល់ប្រទេសជាតិ និងវីរបុរសរបស់ប្រទេស។,negative,annotators agreed
229,pair2,កោះស្លាកែតស្ទូឌីយោ បានរៀបចំជាហាងកាហ្វេប៊្រេនដែលមានទីធ្លាធំទូលាយភ្ជាប់គ្នានឹងអាងហែលទឹកទំនើប និងមានផ្ទះលម្ហែសាងសង់បែបរចនាប័ទ្មខ្មែរផ្នែកខាងក្រៅ និងផ្នែកខាងក្នុងតែងជាលក្ខណៈទំនើបទាន់សម័យតាមបែបរចនាប័ទ្មបរទេសដូចជា ប្រទេសថៃ ជប៉ុន អាមេរិក និងឈីក (ម៉ូរ៉ុកកូ)។,positive,corpus label used
230,pair2,ដោយឡែកសម្រាប់ បច្ចេកវិទ្យាមួយនេះគឺមិនអាចចាប់សញ្ញាដឹងទាំងអស់គ្រប់ស្ថានការណ៍គ្រោះថ្នាក់នោះទេ ជាក់ស្តែងក្នុងករណីនេះ គ្រាន់តែម្ចាស់ជិញរទេះភ្លើងហោះ Rollercoaster ក៏វាភ្ជាប់ទៅកាន់ 911 ដែរ។,negative,corpus label used
231,pair2,អ្នកវិភាគ និងអ្នកឃ្លាំមើលអង្គការប្រេង OPEC+ ដូចជា UBS និង JP Morgan បានស្នើក្នុងប៉ុន្មានថ្ងៃថ្មីៗនេះថា ការកាត់បន្ថយប្រេងប្រហែលមួយលានបារ៉ែលក្នុងមួយថ្ងៃទំនងជាកើតឡើង ហើយអាចជួយឱ្យតម្លៃប្រេងធ្លាក់ចុះ។,positive,corpus label used
232,pair2,"ជនជាប់ចោទទាំង៣៧នាក់ ក្នុងនោះមានលោក សម រង្ស៊ី, លោក អេង ឆៃអ៊ាង, លោក ឡុង រី, លោកស្រី មូរ សុខហួរ ព្រមទាំងសកម្មជនផ្សេងទៀត ដែលបច្ចុប្បន្ន អ្នកទាំងអស់នេះកំពុងនិរទេសខ្លួននៅក្រៅប្រទេស ខណៈជនជាប់ចោទដែលមានវត្តមានក្នុងបន្ទប់សវនាការ មានតែ៣នាក់ប៉ុណ្ណោះ។",neutral,corpus label used
233,pair2,ចំណែកឯការផ្តល់សម្បទានសម្រាប់គោលបំណងអភិវឌ្ឍន៍ ដែលអាចផ្តល់ការងារធ្វើកាន់តែច្រើន និងឱកាសផ្នែកហិរញ្ញវត្ថុដល់អ្នកស្រុក នៅក្នុងករណីមួយចំនួន បន្ទាប់ពីដើមឈើត្រូវបានកាប់ បំផ្លាញឈូសឆាយរួចហើយ គឺគ្មានការអភិវឌ្ឍនៅតំបន់នោះឡើយ។,negative,corpus label used
234,pair2,តាមពិតកម្មវិធីភាសាដែលយើងបានសម្ពោធនៅមុនភាសាខ្មែរគឺភាសាឡាវដូចលោកមានប្រសាសន៍នៅពេលមុននេះ។,neutral,annotators agreed
235,pair2,សហគ្រិនចិន ស្ថាបនិក Smile shop៖ ចង់ចាប់ផ្តើមរកស៊ីបច្ចេកវិទ្យា គួរចាប់ផ្តើមពីស្រុកខ្មែរទៅ,neutral,corpus label used
236,pair2,សូម្បីតែពេលយើងប្រដៅកូនក៏គួរស្រឡាញ់ដែរ ។,positive,annotators agreed
237,pair2,រដ្ឋាភិបាលដឹកនាំដោយនាយករដ្ឋមន្ត្រី ហ៊ុន សែន បាននិងកំពុងបន្តបំពេញការងារជាមួយសហគមន៍អន្តរជាតិគ្រប់ទិសទីដោយ ស្មើមុខមាត់ស្មើសិទ្ធគ្នា ក្នុងនាមជារដ្ឋអធិបតេយ្យមួយ។,neutral,corpus label used
238,pair2,លោកប្រធានាធិបតីបារាំង Emmanuel Macron បានលើក ឡើងទៀតថា ការធ្វើពហិការការទូតបែបនេះគ្មានសារៈសំខាន់ និងសឹងតែគ្មាននិមិត្តរូបអ្វីនោះទេ។,negative,annotators agreed
239,pair2,សម្តេចតេជា ហ៊ុន សែន បានសង្កត់ធ្ងន់ថា៖ «ក្រុមការងារបង្ករាបការលេងល្បែងស៊ីសងខុសច្បាប់គ្រប់ប្រភេទ ត្រូវធ្វើរបាយការណ៍អំពីលទ្ធផលការងារនេះជូន សម្តេចក្រឡាហោម ស ខេង ឧបនាយករដ្ឋមន្ត្រី រដ្ឋមន្ត្រីក្រសួងមហាផ្ទៃ ដើម្បីជ្រាប និងស្នើសុំមតិដឹកនាំបន្ត»។,neutral,annotators agreed
240,pair2,ដោយលើកឡើងពីវិធីសាស្តរថ្មីដែលត្រូវបានបង្កើតឡើងដោយរដ្ឋាភិបាលអ៊ុយក្រែន ដើម្បីគណនាការខូចខាតនោះ លោក Strilets បានបញ្ជាក់ថា សង្គរាមរយៈពេល ៧ ខែនេះបានបណ្តាលឱ្យមានការបំភាយឧស្ម័នកាបូនឌីអុកស៊ីតចំនួន ៣១ លានតោន ស្មើនឹងបរិមាណដែលផលិតដោយប្រទេសនូវែលសេឡង់ជារៀងរាល់ឆ្នាំ។,negative,corpus label used
241,pair2,ច្បាប់និងបញ្ញត្តិសំខាន់ៗទាំងឡាយត្រូវបានចាត់ថ្នាក់តាមលំដាប់លំដោយ។,neutral,annotators agreed
242,pair2,អារម្មណ៍ផ្លូវចិត្តពិតជាពិបាកប៉ះប៉ូវណាស់,negative,corpus label used
243,pair2,ជួនកាលការវាយតម្លៃទង្វើភាពក៏គួរតែបង្ហើយមុននឹងពួកគេទៅធ្វើការនៅគម្រោងផ្សេងទៀត,neutral,annotators agreed
244,pair2,អូ កុំភ្លេចគិតដល់ការបាត់បង់កម្លាំងចិត្ត ដែលស្ថិតនៅចន្លោះអ្នក និងរូបរាងសមសួនដែលអ្នកប្រាថ្នា។,positive,corpus label used
245,pair2,ការធ្វើបញ្ជីនេះ ក៏មានន័យថាអ្នកមានផែនការយ៉ាងច្បាស់លាស់សម្រាប់របបអាហារប្រចាំថ្ងៃ និងសប្តាហ៍ទុកជាមុន។,neutral,annotators agreed
246,pair2,ការព្រួយបារម្ភនេះ ចំពេលយន្តការបញ្ជរាបកូនរបស់ថ្នាក់ដឹកនាំឱ្យកាន់មុខតំណែងក្នុងក្រសួងសំខាន់ៗនៅតែបន្តកើតឡើង ក្រោយពីតុលាការកំពូលរំលាយគណបក្សប្រឆាំងធំមួយដែលមានអាសនៈក្នុងសភា និងឃុំ- សង្កាត់ ប្រហាក់ប្រហែលបក្សកាន់អំណាច ចេញពីទីលានប្រកួតនយោបាយ។,negative,corpus label used
247,pair2,បង្កើតវេទិកាឌីជីថលចំនួន ៣ ដូចខាងក្រោម ដើម្បីរៀបចំប្រព័ន្ធអប់រំអេឡិចត្រូនិក៖,neutral,annotators agreed
