id,pair,sentence,label
349,pair2,ខ្ញុំគិតថាខ្ញុំនឹងរួចរាល់ឆាប់ៗតាមដែលយន្តហោះនេះបានចតចេញពីភាពចលាចលនេះ,neutral
350,pair2,ខណៈប្តីទៅហូបកាហ្វេ១កែវសោះ បែរជា មិនមកផ្ទះ តាំងពីព្រឹកដល់ល្ងាច ព្រោះរវល់វក់វី និងការផ្សងសំណាង ។,negative
352,pair2,ឃើញផ្ទះមួយប្រហាក់ប្រហែល តែមិនដឹងថាត្រូវរឺអត់ទេ គឺនៅជិត សាលាឃុំអូសណ្តាន់ ហើយផ្លូវចូលមានតូបលក់ពីរបី និងមានផ្លាកគណបក្សកម្ពុជា ដោយឃើញមាន ចំការចេកណាំវ៉ាតឿក្បែផ្ទះ បើយើងទៅពីភ្នំពេញគឺនៅខាងស្តាំដៃ។,neutral
353,pair2,ស្វាយចន្ទី គឺជាដំណាំមួយប្រភេទមានសារៈសំខាន់ណាស់ ដែលជាផ្នែកមួយជួយដល់សេដ្ឋកិច្ចប្រជាពលរដ្ឋរស់នៅទីជនបទ។,positive
354,pair2,"ពញាជ័យ និងពញាសួស្តិ៍, កាលបានដំណឹងនេះហើយ, ក៏នាំបងប្អូនបេះត្រសក់ និង នាំល្បែងមហោស្រព ទៅថ្វាយព្រះរាជា ជារឿយៗ។",neutral
355,pair2,មន្ត្រីក្រុងសេអ៊ូលបានបញ្ជាក់ថា កូរ៉េខាងជើងបានហោះហើរយន្តហោះចម្បាំងចំនួន ១២ គ្រឿងនៅជិតព្រំដែនជាមួយកូរ៉េខាងត្បូងកាលពីថ្ងៃព្រហស្បតិ៍ទី៦ ខែតុលា ដោយបានជំរុញឱ្យកូរ៉េខាងត្បូងបញ្ចេញយន្តហោះចម្បាំងចំនួន ៣០ ជាការឆ្លើយតប។,neutral
356,pair2,សម្តេចបញ្ជាក់ថា ៖ដរាបណាអ្នកឯងប្រកាសរំសាយចោលនូវនយោបាយមានឯងអត់អញ្ញ ហើយធ្វើការសុំទោសថ្លែងជូនប្រជាពលរដ្ឋចាប់ពីពេលនេះតទៅខ្ញុំនឹងបញ្ឈប់នូវនយោបាយផ្ដួលរលំរដ្ឋាភិបាល»។,neutral
357,pair2,អ្នកវិភាគនយោបាយ លោក សេង សារី លើកឡើងថា ការធ្វើទុក្ខបុកម្នេញទៅលើមេដឹកនាំនិងសកម្មជនរបស់គណបក្សប្រឆាំងនៅមូលដ្ឋាន មិនមែនជារឿងថ្មីទេ នៅក្នុងនយោបាយកម្ពុជា។,neutral
358,pair2,ការហ៊ាននិយាយចេញមកអំពីរឿងនេះ លុះត្រាតែគេមានការឈឺចាប់ខ្លាំង ហើយមិនអាចបន្តអត់ធ្មត់ទៀតបាន។,negative
360,pair2,ឆ្នាំរោង៖ (ធាតុមាស ពង្សទេវតាប្រុស) រាសីរបស់អស់លោកអ្នកដែលកើតឆ្នាំរោង ថ្ងៃនេះ មធ្យម ។,neutral
362,pair2,នេះបើតាមរបាយការណ៍សង្ខេបចុងក្រោយរបស់ CIVICUS ចេញផ្សាយនៅក្នុងសប្តាហ៍នេះ។,neutral
363,pair2,៤ម៉ោងកន្លងផុតទៅប៊ីក៏ផុតគ្រោះថ្នាក់តែត្រូវសម្រាកនៅពេទ្យសិនយើងទាំងអស់គ្នាសប្បាយចិត្តណាស់ពេលឮថាប៊ីគ្មានអ្វីធ្ងន់ធ្ងរ,positive
365,pair2,កំពុងតែរីករាយសុខៗក៏ស្រាប់តែទុក្ខរត់ចូលមកវាយទន្ទរានយកសុបិនដ៏ស្រស់បំព្រងឱ្យលង់ទៅក្នុងភាពច្របូកច្របល់ បង់ស្មារតីទប់ទល់លែងបាន។,negative
366,pair2,ក្រោយពីបែកបាក់ជាមួយប្តីមក អ្នកស្រីបានចាក់មួកលក់តាមអនឡាញជាមួយកូនស្រីច្បងរហូតដល់បច្ចុប្បន្ន។,neutral
367,pair2,"លើសពីនេះ អ្នកក៍ត្រូវចេះបកស្រាយ យ៉ាងណាឲ្យឃើញថា អត្ថបទរបស់អ្នក មានផលប្រយាជន៍ ដល់អ្នកអាន ដល់ជាតិខ្មែរ ជាពិសេសជា មោទនភាពរបស់កូនខ្មែរ គឺនៅត្រង់ គ្រប់ប្រភេទអត្ថបទ ជាអក្សរខ្មែរ កាន់តែសំបូរបែប ជាពិសេសលើ បណ្តាញអ៊ីនធ័រណិត សំរាប់ការកំសាន្ត, ការរកមើលព័ត៌មាន, ការសិក្សា, និងការស្រាវជ្រាវ របស់មនុស្សទូទៅ ។",positive
372,pair2,តាមម្នាក់ក្នុងចំណោមនោះ បានបង្ហើបថា ផ្ទះលោក ហង្ស ឈា មានបន្ទប់ពិសេស១ នោះគឺសំដៅលើបន្ទប់កម្សាន្តផ្ទាល់ខ្លួន(Entertainment Room) របស់ ហង្ស ឈា ថាកសាងឡើងស្ទើរនឹងបាររាត្រីមួយ ដែលបំពាក់ទៅដោយសម្ភារៈ ឧបករណ៍បំពងសំឡេងទំនើបៗ។,neutral
374,pair2,លោក ចារិត ហ្គិនស័រ៖ ខ្ញុំគិតថារដ្ឋាភិបាលកម្ពុជានៅមិនទាន់យល់ច្បាស់នៅឡើយពីសារដែលថាភាពរួចទោសពៃរ៍ ឬនិទ្ទណ្ឌភាពរបស់រដ្ឋាភិបាលនេះ នឹងមិនត្រូវបានអត់ឱនឱ្យជាដាច់ខាត។,negative
375,pair2,ប័ណ្ណបញ្ជាក់អះអាងនេះមិនពេញលេញទេ,negative
376,pair2,ការមើលទូរទស្សន៍ ឬទូរស័ព្ទច្រើនពេកក៏នឹងនាំឱ្យមានរបៀបរស់នៅមិនស្ងប់ មានបញ្ហានៃការមើល និងកាត់បន្ថយសមត្ថភាពនៃការគិត ៕,negative
378,pair2,"ការផ្ទុះក៏ត្រូវបានគេរាយការណ៍ផងដែរនៅក្នុង ទីក្រុង Lviv, Ternopil និង Zhytomyr នៅភាគខាងលិចអ៊ុយក្រែន និងនៅ ទីក្រុង Dnipro នៅកណ្តាលអ៊ុយក្រែន។",neutral
379,pair2,ទាក់ទងនឹងរឿងនេះ មន្ត្រីសមាគមសិទ្ធិមនុស្ស អាដហុក លោក យី សុខសាន្ត ដែលបានចូលរួមសង្កេត សវនាការនេះ យល់ឃើញថា ចៅក្រមបានសួរដេញដោលអំពីបញ្ហាផ្ទាល់ខ្លួនរបស់ លោក វឿង សំណាង ច្រើនជាង សួរសំណួរដាក់បន្ទុកទៅលើសំណុំរឿងដែលបានចោទប្រកាន់។,neutral
380,pair2,អភិបាលក្រុងកៀវ លោក Vitali Klitschko បាននិយាយនៅលើប្រព័ន្ធផ្សព្វផ្សាយសង្គមថា ការផ្ទុះជាច្រើននៅក្នុងសង្កាត់ Shevchenkivskyi ដែលស្ថិតនៅកណ្តាលរដ្ឋធានី។,neutral
381,pair2,ក្រុមហ៊ុនត្រូវបានបង្កើតឡើងនៅឆ្នាំ២០១៣ដោយលោក។,neutral
383,pair2,ចិនបានដាក់ចេញនូវច្បាប់ហាមប្រាមលើការលក់បារីអេឡិចត្រូនិកដែលមានរសជាតិផ្លែឈើ ខណៈប្រទេសនេះរឹតបន្តឹងលើផលិតផលដែលកំពុងពេញនិយមកាន់តែខ្លាំងឡើងពីសំណាក់អ្នកប្រើវ័យក្មេង។,neutral
387,pair2,នេះហើយជាការទូតទន់ភ្លន់និងឈ្លាសវៃមួយរបស់កម្ពុជានៅដើមឆ្នាំ២០២២។,positive
388,pair2,កូនស្រីរបស់គាត់មិនសូវយល់សេចក្តីប៉ុន្មានទេ ។,negative
389,pair2,ទោះជាយ៉ាងណាក៏ដោយ បន្ទាប់ពីខ្ញុំបានភ្ញាក់ដឹងខ្លួន ពីការចាក់ថ្នាំសន្លប់ ខ្ញុំក៏បានឮសម្លេងភរិយាខ្ញុំនិយាយថា ពិតជាអស្ចារ្យណាស់ បងសម្លាញ់ ។,positive
390,pair2,ប្រទេសរុស្ស៊ី កំពុងបញ្ចុះបញ្ចូលឱ្យមានការបោះឆ្នោតជាសម្ងាត់ជំនួសឱ្យការបោះឆ្នោតជាសាធារណៈ ស្របពេលដែលមហាសន្និបាតអង្គការសហប្រជាជាតិដែលមានសមាជិកចំនួន ១៩៣ ប្រទេស កំពុងពិចារណាថាតើត្រូវថ្កោលទោសចំណាត់ការរបស់ទីក្រុងម៉ូស្គូក្រោយការធ្វើប្រជាមតិកាត់បញ្ចូលតំបន់អ៊ុយក្រែនចំនួន ៤ ជាទឹកដីរុស្ស៊ី ឬក៏យ៉ាងណា។,neutral
391,pair2,បុគ្គលគ្រាប់ល្ពៅនេះនិយាយ អោយតែបានៗ តាមពិតកំសាកញី ប្រឹងដើម្បីតែឆ្នាំងបាយតាំងតែពីដើមមកម្លេះមនុស្សប្រភេទនេះទោសស្លាប់ក៏មិនសារភាពកំហុសដែរ,negative
392,pair2,នៅពេលសួរថាតើទីក្រុងមូស្គូនឹងឆ្លើយតបដែរឬទេ ប្រសិនបើគេរកឃើញថាទីក្រុងកៀវនៅពីក្រោយឧប្បត្តិហេតុនោះ លោកបានឆ្លើយថា នឹងមានការឆ្លើយតប។,neutral
393,pair2,ឆ្នាំ១៧៧៩គាត់បានបោះផ្សាយស្នាដៃរបស់ខ្លួនដែលមានចំណងជើងថា“ការពិសោធន៍ទៅលើរុក្ខជាតិ”,neutral
394,pair2,បច្ចុប្បន្ននេះពិភពលោកកំពុងតែមានក្តីកង្វល់ជាខ្លាំងចំពោះការប្រែប្រួលអាកាសធាតុរបស់ផែនដីដែលកាន់តែមានកម្តៅកើនឡើងខ្ពស់ជាលំដាប់ជារៀងរាល់ឆ្នាំខុសប្លែកពីប្រក្រតីដែលនឹងបណ្តាលឲ្យមានវិបត្តិធ្ងន់ធ្ងរដល់ជីវិតអមនុស្សសត្វប្រសិនបើមិនមានវិធានការដោះស្រាយឆាប់រហ័សទេនោះ។,negative
395,pair2,យោងទៅតាមក្រសួងអប់រំ សាលាអនុវិទ្យាល័យចំនួន ១៤១ នៅក្នុងខេត្តចំនួន ៨ ផ្សេងគ្នាត្រូវបានបំពាក់ដោយបន្ទប់កុំព្យូទ័រ។,neutral
396,pair2,ការអង្កេតថ្មីមួយបង្ហាញថាជិត៨០ភាគរយនៃក្រុមហ៊ុនជប៉ុនស្នាក់ការធំៗដែលកំពុងមានវត្តមាននៅកម្ពុជាគ្រោងវិនិយោគបន្ថែមនៅឆ្នាំនេះនិងពីរទៅបីឆ្នាំបន្ទាប់។,neutral
400,pair2,ក្រុមហ៊ុនចម្រាញ់ប្រេងមានបរិមាណប្រហែល ៧ លានតោនដែលនៅសេសសល់បន្ទាប់ពីការនាំចេញនៅចុងខែកញ្ញា។,neutral
